850,"Side Dishes,Appetizers",American,,5,Bacon-Wrapped-Asparagus-Bundles-Food-Network,http://i2.yummly.com/Bacon-Wrapped-Asparagus-Bundles-Food-Network.s.png,Food Network,1080,"extra-virgin olive oil,asparagus,chives,black pepper,bacon",Bacon Wrapped Asparagus Bundles
851,"Breakfast and Brunch,Lunch and Snacks",,,5,Egg-_-avocado-toast-348907,http://i.yummly.com/Egg-_-avocado-toast-348907-313608.s.jpg,Every Day with Rachael Ray,,"egg,butter,sauce,avocado,wheat bread","Egg "
852,,,,5,Summer-squash-and-fresh-ricotta-_sandwiches_-306915,http://i.yummly.com/Summer-squash-and-fresh-ricotta-_sandwiches_-306915-270641.s.jpg,Food Republic,,"extra-virgin olive oil,fresh basil,ricotta,lemon,summer squash,lemon zest,rounds,kosher salt,ground black pepper","Summer Squash and Fresh Ricotta ""Sandwiches"""
853,Side Dishes,,,5,Sweet-potato-quinoa-cakes-333384,http://i.yummly.com/Sweet-potato-quinoa-cakes-333384-295304.s.jpg,How Sweet It Is,,"large egg,salt,cooked quinoa,red onion,chopped fresh cilantro,salt,garlic cloves,red onion,chopped cilantro,sweet potato,blackberries,olive oil,jalapeno,pepper,grated parmesan cheese,whole wheat bread crumbs,fresh basil,pepper,lime",Sweet Potato Quinoa Cakes
854,Soups,,,5,Buffalo-Chicken-Wing-Soup-TasteOfHome,"http://i2.yummly.com/Buffalo-Chicken-Wing-Soup-Allrecipes.s.png,http://i.yummly.com/Buffalo-Chicken-Wing-Soup-Allrecipes-75119.s.png",Taste of Home,14700,"cream of chicken soup,milk,hot pepper sauce,cooked chicken,sour cream",Buffalo Chicken Wing Soup
855,Condiments and Sauces,,,5,Marjoram-sauce-with-capers-_-green-olives-335896,"http://i.yummly.com/Marjoram-sauce-with-capers-_-green-olives-335896-342702.s.jpg,http://i.yummly.com/Marjoram-sauce-with-capers-_-green-olives-335896-298674.s.jpg",101 Cookbooks,,"red,salt,garlic,marjoram,country bread,capers,pine nuts,chopped parsley,olive oil,green olives","Marjoram Sauce with Capers "
856,Soups,,,5,Creamy-cauliflower-soup-with-bacon-and-gorgonzola-recipe-315058,http://i.yummly.com/Creamy-cauliflower-soup-with-bacon-and-gorgonzola-recipe-315058-345525.s.jpg,Steamy Kitchen,,"broth,cauliflower,cheese,salt,bacon",Creamy Cauliflower Soup with Bacon and Gorgonzola Recipe
857,,,,5,Tea-crusted-tofu-332010,http://i.yummly.com/Tea-crusted-tofu-332010-292812.s.jpg,Food52,,"firm tofu,sesame oil,sesame seeds,green tea leaves",Tea crusted tofu
858,,,,5,Pork-chop-with-white-wine-sauce-recipe-314974,http://i.yummly.com/Pork-chop-with-white-wine-sauce-recipe-314974-345473.s.jpg,Steamy Kitchen,,"dry white wine,butter,bone-in pork chops,sliced mushrooms,yellow onion,salt,olive oil,heavy cream",Pork Chop with White Wine Sauce Recipe
859,Desserts,,,5,White-chocolate-berry-cake-335955,http://i.yummly.com/White-chocolate-berry-cake-335955-1.s.jpg,Camille Styles,,"salt,heavy whipping cream,water,powdered sugar,eggs,butter,sugar,white chocolate,buttermilk,baking soda,vanilla,flour,vanilla extract,strawberries",White Chocolate Berry Cake
860,Lunch and Snacks,American,"Halloween,Christmas",5,Caramel-Popcorn-Allrecipes,"http://i2.yummly.com/Caramel-Popcorn-Allrecipes-2.s.png,http://i.yummly.com/Caramel-Popcorn-Allrecipes-53146.s.png",AllRecipes,5400,"butter,popcorn,corn syrup,baking soda,brown sugar,vanilla extract,salt",Caramel Popcorn
861,,,,5,Belgian-white-beer-cookies-with-orange-icing-305961,http://i.yummly.com/Belgian-white-beer-cookies-with-orange-icing-305961-269300.s.jpg,Food Republic,,"whole milk,ground coriander,large eggs,vanilla extract,all purpos flour,orange,powder sugar,beer,honey,orange juice,orange,powder sugar,vanilla extract,unsalted butter,baking soda",Belgian White Beer Cookies With Orange Icing
862,Cocktails,,,5,The-gold-rush-308020,http://i.yummly.com/The-gold-rush-308020-272028.s.jpg,The Kitchn,,"honey,boiling water,bourbon,lemons",The Gold Rush
863,Cocktails,,,5,Some-call-it-aperitif_-others-aperitivo_-but-what-the-hell-does-it-all-mean_-305978,http://i.yummly.com/Some-call-it-aperitif_-others-aperitivo_-but-what-the-hell-does-it-all-mean_-305978-269315.s.jpg,Food Republic,,"gin,soda,simple syrup,campari,lemon juice,italian vermouth,champagne","Some Call It Apéritif, Others Aperitivo. But What The Hell Does It All Mean?"
864,Desserts,,,5,Cappuccino-ice-pop-349708,http://i.yummly.com/Cappuccino-ice-pop-349708-314529.s.jpg,Every Day with Rachael Ray,,"heavy cream,sweetened condensed milk,brewed espresso,unsweetened cocoa powder",Cappuccino Ice Pop
865,Desserts,,,5,Summer-berry-_-buttermilk-cake-333112,http://i.yummly.com/Summer-berry-_-buttermilk-cake-333112-295032.s.jpg,Camille Styles,,"baking powder,sugar,lemon,all purpose flour,unsalted butter,buttermilk,large egg,salt,baking soda,blueberries,pure vanilla extract","Summer Berry "
866,Main Dishes,,,5,Marcella-hazan_s-tomato-sauce-with-onion-and-butter-308480,http://i.yummly.com/Marcella-hazan_s-tomato-sauce-with-onion-and-butter-308480-345733.s.jpg,Steamy Kitchen,,"plum tomatoes,salted butter,yellow onion",Marcella Hazan’s Tomato Sauce with Onion and Butter
867,Side Dishes,,,4,Sweet-Potato-Fries-With-Garlic-And-Herbs-Epicurious,http://i2.yummly.com/Sweet-Potato-Fries-With-Garlic-And-Herbs-Epicurious-1.s.png,Epicurious,,"chopped fresh thyme,sweet potatoes,vegetable oil spray,italian parsley,garlic clove,olive oil",Sweet Potato Fries with Garlic and Herbs
868,,,,5,Korean-fried-chicken-recipe-307033,http://i.yummly.com/Korean-fried-chicken-recipe-307033-270805.s.jpg,Food Republic,,"daikon,scallions,chicken drumsticks,vegetable oil,chicken stock,soy sauce,sesame seeds,mirin,garlic cloves",Korean Fried Chicken Recipe
869,,,,5,Avocado-and-egg-breakfast-pizza-344550,http://i.yummly.com/Avocado-and-egg-breakfast-pizza-344550-303403.s.jpg,The Kitchn,,"vegetable oil,salt,hass avocado,pizza dough,large eggs,lime juice,chopped cilantro,hot sauce",Avocado and Egg Breakfast Pizza
870,,,,5,How-to-caramelize-onions-306131,http://i.yummly.com/How-to-caramelize-onions-306131-269461.s.jpg,Food Republic,,"onions,red,olive oil",How To Caramelize Onions
871,,,,5,Southwestern-artichoke-dip-with-sweet-corn-and-cayenne-310235,http://i.yummly.com/Southwestern-artichoke-dip-with-sweet-corn-and-cayenne-310235-274688.s.jpg,Big Girls Small Kitchen,,"artichoke hearts,salt,mayonnaise,paprika,corn kernels,cayenne pepper,parmesan cheese",Southwestern Artichoke Dip with Sweet Corn and Cayenne
872,,,,5,Spinach-and-oven-roasted-tomato-omelet-306176,http://i.yummly.com/Spinach-and-oven-roasted-tomato-omelet-306176-269506.s.jpg,Food Republic,,"large eggs,olive oil,feta cheese,baby spinach leaves,tomatoes",Spinach and Oven-Roasted Tomato Omelet
873,,,,5,Arborio-rice-pudding-307102,http://i.yummly.com/Arborio-rice-pudding-307102-270879.s.jpg,Smitten Kitchen,,"bay leaf,milk,arborio rice,vanilla bean,almond extract,sugar",Arborio Rice Pudding
874,Cocktails,,,5,The-mata-hari-cocktail-recipe-306867,http://i.yummly.com/The-mata-hari-cocktail-recipe-306867-270583.s.jpg,Food Republic,,"sweet vermouth,cognac,simple syrup,lemon juice,pomegranate juice",The Mata Hari Cocktail Recipe
875,,,,5,Raspberry-thyme-sangria-recipe-306500,http://i.yummly.com/Raspberry-thyme-sangria-recipe-306500-269822.s.jpg,Food Republic,,"rose,ice,water,raspberries,sugar,fresh thyme,framboise",Raspberry Thyme Sangria Recipe
876,Cocktails,,,5,Bramble-recipe-306142,http://i.yummly.com/Bramble-recipe-306142-269472.s.jpg,Food Republic,,"gin,lemon juice,simple syrup,liqueur",Bramble Recipe
877,,,,5,Vanilla-bean-pudding-305421,http://i.yummly.com/Vanilla-bean-pudding-305421-268876.s.jpg,Smitten Kitchen,,"vanilla bean,sugar,whole milk,salt,large egg,cornstarch",Vanilla Bean Pudding
878,,,,5,Char-siu-ribs-310663,http://i.yummly.com/Char-siu-ribs-310663-276082.s.jpg,David Lebovitz,,"pork ribs,garlic,char siu sauce,pickle juice,salt,sauce,beer",Char Siu Ribs
879,"Beverages,Cocktails",,"New Year,Christmas",4,Candy-Cane-Cocktail-Martha-Stewart,http://i.yummly.com/Candy-Cane-Cocktail-Martha-Stewart-106309.s.png,Martha Stewart,,"vodka,candy cane,ice,white creme de menthe,cranberry juice",Candy Cane Cocktail
880,,,,5,Jambalaya-dog-with-holy-trinity-relish-306062,http://i.yummly.com/Jambalaya-dog-with-holy-trinity-relish-306062-269392.s.jpg,Food Republic,,"hot dog buns,celery,pepper,creole seasoning,red onion,andouille sausage,pickle relish",Jambalaya Dog With Holy Trinity Relish
881,Appetizers,,,5,Hot-blueberry-cheddar-dip-with-toasty-bread-333236,http://i.yummly.com/Hot-blueberry-cheddar-dip-with-toasty-bread-333236-295156.s.jpg,How Sweet It Is,,"french bread,cheese,cream cheese, softened,fresh blueberries,olive oil,nutmeg",Hot Blueberry Cheddar Dip with Toasty Bread
882,Desserts,,Christmas,5,Meringue-Cookies-_forgotten-Kisses_-Food-Network,http://i.yummly.com/Meringue-Cookies-_forgotten-Kisses_-Food-Network-147110.s.jpg,Food Network,10200,"semisweet chocolate chips,cream of tartar,egg whites,vanilla extract,chopped walnuts,granulated sugar","Meringue Cookies (""Forgotten Kisses"")"
883,,,,5,Salmon-teriyaki-308049,http://i.yummly.com/Salmon-teriyaki-308049-272057.s.jpg,The Kitchn,,"soy sauce,salmon,vegetable oil,mirin,sugar",Salmon Teriyaki
884,,,,5,Best-cocoa-brownies-305482,http://i.yummly.com/Best-cocoa-brownies-305482-268932.s.jpg,Smitten Kitchen,,"all-purpose flour,salt,unsalted butter,pure vanilla extract,large eggs,unsweetened cocoa powder,sugar,walnut",Best Cocoa Brownies
885,Main Dishes,,,5,Slow-Cooker-Beef-Stroganoff-I-Allrecipes,"http://i2.yummly.com/Slow-Cooker-Beef-Stroganoff-I-Allrecipes.s.png,http://i.yummly.com/Slow-Cooker-Beef-Stroganoff-I-Allrecipes-96754.s.png,http://i.yummly.com/Slow-Cooker-Beef-Stroganoff-I-Allrecipes-95856.s.png",AllRecipes,29400,"water,condensed golden mushroom soup,stew meat,worcestershire sauce,cream cheese,onion",Slow Cooker Beef Stroganoff I
886,,,,5,Chilled-soba-in-cucumber-cups-308200,http://i.yummly.com/Chilled-soba-in-cucumber-cups-308200-272208.s.jpg,The Kitchn,,"sesame oil,soba,cucumbers,soy sauce,green onions,rice vinegar",Chilled Soba in Cucumber Cups
887,Soups,,,5,Spinach-and-zucchini-soup-308930,http://i.yummly.com/Spinach-and-zucchini-soup-308930-273104.s.jpg,101 Cookbooks,,"garlic,salt,onions,potatoes,extra virgin olive oil,zucchini,vegetable stock,fresh spinach leaves,lemon,cilantro",Spinach and Zucchini Soup
888,Side Dishes,"American,Indian",,5,Saffron-Rice-The-Shiksa-Blog-46555,"http://i.yummly.com/Saffron-Rice-The-Shiksa-Blog-46555-10766.s.png,http://i.yummly.com/Saffron-Rice-The-Shiksa-Blog-46555-10740.s.png,http://i.yummly.com/Saffron-Rice-The-Shiksa-Blog-46555-10308.s.png",The Shiksa in the Kitchen,2700,"chicken stock,extra virgin olive oil,saffron threads,basmati rice,salt,minced onion",Saffron Rice
889,,,,5,Simple-cauliflower-308729,"http://i.yummly.com/Simple-cauliflower-308729-342744.s.jpg,http://i.yummly.com/Simple-cauliflower-308729-272903.s.jpg",101 Cookbooks,,"freshly grated parmesan,garlic,cauliflower,chives,lemon,sea salt,olive oil,sea salt",Simple Cauliflower
890,,,,5,French-onion-soup-grilled-cheese-308496,http://i.yummly.com/French-onion-soup-grilled-cheese-308496-272505.s.jpg,The Kitchn,,"sweet onions,italian bread,unsalted butter,dry sherry,pepper,unsalted beef stock,kosher salt,fresh thyme,gruyere cheese",French Onion Soup Grilled Cheese
891,Appetizers,,,5,Roasted-pear_-gorgonzola_-and-honey-toast-302507,http://i.yummly.com/Roasted-pear_-gorgonzola_-and-honey-toast-302507-142394.s.jpg,Naturally Ella,2100,"bread,honey,red onion,salt,pears,gorgonzola,olive oil","Roasted Pear, Gorgonzola, and Honey Toast"
892,"Breads,Breakfast and Brunch,Lunch and Snacks",,,4,Chocolate-Chip-Banana-Muffins-TasteOfHome,"http://i2.yummly.com/Chocolate-Chip-Banana-Muffins-Allrecipes.s.png,http://i.yummly.com/Chocolate-Chip-Banana-Muffins-Allrecipes-75444.s.png",Taste of Home,2100,"sugar,egg,vanilla extract,all-purpose flour,salt,bananas,vegetable oil,baking soda,baking powder,semisweet chocolate chips,plain yogurt",Chocolate Chip Banana Muffins
893,,,,5,Apple-jelly-310720,http://i.yummly.com/Apple-jelly-310720-276058.s.jpg,David Lebovitz,,"water,apples,calvados,sugar,fresh lemon juice",Apple Jelly
894,,,,5,Spring-asparagus-soup-recipe-306647,http://i.yummly.com/Spring-asparagus-soup-recipe-306647-270229.s.jpg,Food Republic,,"carrot,salt,apple butter,eggs,garlic,olive oil,parsley,shallot,asparagus,vegetable stock,water,yukon gold potatoes,celery ribs,parmigiano-reggiano cheese,cayenne pepper,green onions,baguette,pepper,topping,hot sauce,lemon juice",Spring Asparagus Soup Recipe
895,,,,5,Tuna-confit-326768,http://i.yummly.com/Tuna-confit-326768-287545.s.jpg,Food52,,"loin,garlic,white pepper,lemons,kosher salt,thyme,sugar",Tuna Confit
896,,,,5,Eggplant-zucchini-lasagna-with-fontina-310201,http://i.yummly.com/Eggplant-zucchini-lasagna-with-fontina-310201-274654.s.jpg,Big Girls Small Kitchen,,"eggplant,garlic,dried oregano,olive oil,plum tomatoes,fontina,lasagna noodles,kosher salt,zucchini,freshly grated parmesan,ricotta",Eggplant-Zucchini Lasagna with Fontina
897,,,,5,Avocado-and-goat-cheese-bombe-330489,http://i.yummly.com/Avocado-and-goat-cheese-bombe-330489-291206.s.jpg,Food52,,"chèvre,avocado,pimenton,mustard,lemon juice",Avocado and Goat Cheese Bombe
898,Main Dishes,,,5,Slow-cooker-venison-roast-310333,http://i.yummly.com/Slow-cooker-venison-roast-310333-274786.s.jpg,A Year of Slow Cooking,,"onions,butter,gluten,bacon,black pepper,beef broth,venison roast",Slow Cooker Venison Roast
899,,,,5,Curried-sweet-potato-soup-310342,http://i.yummly.com/Curried-sweet-potato-soup-310342-274795.s.jpg,Big Girls Small Kitchen,,"onion,whole milk,olive oil,curry powder,cilantro leaves,sweet potatoes or yams,greek yogurt,vegetable broth,salt",Curried Sweet Potato Soup
900,Cocktails,,,5,Frozen-strawberry-daiquiri-308113,http://i.yummly.com/Frozen-strawberry-daiquiri-308113-272121.s.jpg,The Kitchn,,"white rum,strawberries,lime juice,ice cubes",Frozen Strawberry Daiquiri
901,,,,5,The-perfect-apple-cake-307421,http://i.yummly.com/The-perfect-apple-cake-307421-271198.s.jpg,Food52,,"salt,baking powder,vanilla,sugar,all purpose flour,apples,ground cinnamon,grated nutmeg,almond milk,unsalted butter,large eggs,honey",The Perfect Apple Cake
902,,,,5,Smoked-salmon-_-goat-cheese-recipe-306942,http://i.yummly.com/Smoked-salmon-_-goat-cheese-recipe-306942-270682.s.jpg,Food Republic,,"salmon caviar,cayenne pepper,goat cheese,smoked salmon,chives,lime","Smoked Salmon "
903,Salads,,,5,Serious-Salads_-Quinoa-with-Corn_-Tomatoes_-Avocado_-and-Lime-Serious-Eats-41634,"http://i.yummly.com/Serious-Salads_-Quinoa-with-Corn_-Tomatoes_-Avocado_-and-Lime-Serious-Eats-41634-2835.s.jpg,http://i.yummly.com/Serious-Salads_-Quinoa-with-Corn_-Tomatoes_-Avocado_-and-Lime-Serious-Eats-41634-2059.s.jpg,http://i.yummly.com/Serious-Salads_-Quinoa-with-Corn_-Tomatoes_-Avocado_-and-Lime-Serious-Eats-41634-470.s.jpg",Serious Eats,,"tomatoes,quinoa,avocado,scallions,yellow onion,olive oil,low sodium vegetable broth,salt,fresh cilantro,corn,juices,jalapeno pepper","Serious Salads: Quinoa with Corn, Tomatoes, Avocado, and Lime"
904,Appetizers,,"Thanksgiving,Halloween",5,Pumpkin-Hummus-Naturally-Ella-46333,"http://i.yummly.com/Pumpkin-Hummus-Naturally-Ella-46333-350031.s.jpg,http://i.yummly.com/Pumpkin-Hummus-Naturally-Ella-46333-10214.s.png,http://i.yummly.com/Pumpkin-Hummus-Naturally-Ella-46333-7193.s.jpg",Naturally Ella,,"pumpkin,water,tahini,cinnamon,garbanzo beans,nutmeg,sunflower oil",Pumpkin Hummus
905,,,,5,The-fourth-down-whiskey-cocktail-306215,http://i.yummly.com/The-fourth-down-whiskey-cocktail-306215-269545.s.jpg,Food Republic,,"simple syrup,whiskey,montreal steak seasoning,limes,tabasco sauce",The Fourth Down Whiskey Cocktail
906,"Beverages,Cocktails",,,5,Blood-orange-sangria-333274,http://i.yummly.com/Blood-orange-sangria-333274-295194.s.jpg,How Sweet It Is,,"apple,brandy,blood oranges,strawberries,raspberries,club soda,pinot grigio,sugar",Blood Orange Sangria
907,"Beverages,Cocktails",,,5,Apple-cider-margaritas-333318,http://i.yummly.com/Apple-cider-margaritas-333318-295238.s.jpg,How Sweet It Is,,"gold tequila,coarse sugar,grand marnier,apple cider,cinnamon sticks,orange segments,cinnamon,apple,cane sugar",Apple Cider Margaritas
908,"Beverages,Cocktails",,,5,Hot-fudge-bourbon-milkshakes-333505,http://i.yummly.com/Hot-fudge-bourbon-milkshakes-333505-295425.s.jpg,How Sweet It Is,,"bourbon,bourbon,vanilla ice cream,fudge,heavy cream,vanilla extract,milk,sugar",Hot Fudge Bourbon Milkshakes
909,Cocktails,,,5,Dry-pedro-cardamom-collins-305972,http://i.yummly.com/Dry-pedro-cardamom-collins-305972-269310.s.jpg,Food Republic,,"white rum,syrup,fresh lemon juice",Dry Pedro Cardamom Collins
910,,,,5,Italian-rice-slow-cooker-310361,http://i.yummly.com/Italian-rice-slow-cooker-310361-274814.s.jpg,A Year of Slow Cooking,,"rice,green onions sliced,diced tomatoes,italian seasoning,chicken broth,garlic cloves",Italian Rice Slow Cooker
911,,,,5,Tomato_-brie-and-egg-crostini-306362,http://i.yummly.com/Tomato_-brie-and-egg-crostini-306362-269705.s.jpg,Food Republic,,"pepper,tomatoes,ciabatta,butter,large eggs,brie,extra virgin olive oil,salt","Tomato, Brie and Egg Crostini"
912,,,,5,Patty-melt-burger-recipe-306784,http://i.yummly.com/Patty-melt-burger-recipe-306784-270424.s.jpg,Food Republic,,"salt,white onion,ground beef,rye bread,grapeseed oil,cheddar cheese,hand,pepper",Patty Melt Burger Recipe
913,Desserts,,,5,Mint-Chocolate-Chip-Ice-Cream-Cake-MyRecipes-262366,http://i.yummly.com/Mint-Chocolate-Chip-Ice-Cream-Cake-MyRecipes-262366-131949.s.png,MyRecipes,2400,"ganache,batter,parchment paper,chocolate wafers,sweetener,mint chocolate chip ice cream",Mint Chocolate Chip Ice-Cream Cake
914,,,,5,Momofuku-redeye-mayonnaise-recipe-306151,http://i.yummly.com/Momofuku-redeye-mayonnaise-recipe-306151-269481.s.jpg,Food Republic,,"sriracha,cold water,large egg,sherry vinegar,kosher salt,instant coffee,hand,other",Momofuku Redeye Mayonnaise Recipe
915,Cocktails,,,5,Campari-mint-spritz-308532,http://i.yummly.com/Campari-mint-spritz-308532-272541.s.jpg,The Kitchn,,"campari,cranberry juice,prosecco,mint leaves",Campari Mint Spritz
916,"Beverages,Cocktails","American,Southern ",New Year,5,Red-Rooster-Food-Network,http://i.yummly.com/Red-Rooster-Food-Network-147379.s.jpg,Food Network,7320,"cranberry juice cocktail,orange juice concentrate,vodka",Red Rooster
917,,,,5,South-carolina-barbecue-sauce-recipe-306053,http://i.yummly.com/South-carolina-barbecue-sauce-recipe-306053-269384.s.jpg,Food Republic,,"apple cider vinegar,mustard,unsalted butter,light brown sugar,cayenne",South Carolina Barbecue Sauce Recipe
918,,,,5,The-green-hat-cocktail-305985,http://i.yummly.com/The-green-hat-cocktail-305985-269321.s.jpg,Food Republic,,"garnish,angostura bitters,sugar,green chartreuse,twist,rye whiskey",The Green Hat Cocktail
919,Lunch and Snacks,,,5,Homemade-chick-fil-a-sandwiches-302310,http://i.yummly.com/Homemade-chick-fil-a-sandwiches-302310-142215.s.png,Serious Eats,,"baking powder,msg,paprika,chips,milk,peanut oil,boneless skinless chicken breasts,hamburger buns,kosher salt,non-fat milk,cayenne pepper,all-purpose flour,black pepper,sugar,large eggs",Homemade Chick-Fil-A Sandwiches
920,Main Dishes,American,,4,Salmon-with-Brown-Sugar-and-Mustard-Glaze-Martha-Stewart-195857,http://i.yummly.com/Salmon-with-Brown-Sugar-and-Mustard-Glaze-Martha-Stewart-195857-111149.s.png,Martha Stewart,1200,"shallot,mustard,red wine vinegar,dark brown sugar,extra-virgin olive oil,coarse salt,ground pepper,salmon,lemon,watercress",Salmon with Brown Sugar and Mustard Glaze
921,,,,5,Gluten-Free-Tuesday_-Chocolate-Chipotle-Bacon-Popcorn-Serious-Eats-198159,http://i.yummly.com/Gluten-Free-Tuesday_-Chocolate-Chipotle-Bacon-Popcorn-Serious-Eats-198159-26524.s.png,Serious Eats,,"dark chocolate,chocolate,spices,kosher salt,pumpkin pie spice,cooked bacon,popcorn",Gluten-Free Tuesday: Chocolate Chipotle Bacon Popcorn
922,,,,5,Awesomely-simple-potato-gratin-307150,http://i.yummly.com/Awesomely-simple-potato-gratin-307150-270927.s.jpg,Smitten Kitchen,,"milk,potatoes,butter,ground black pepper,cheese,salt",Awesomely Simple Potato Gratin
923,Breads,American,,5,Indian-Fry-Bread-The-Pioneer-Woman-198256,http://i.yummly.com/Indian-Fry-Bread-The-Pioneer-Woman-198256-26616.s.png,The Pioneer Woman,,"water,salt,all-purpose flour,milk,vegetable shortening,baking powder",Indian Fry Bread
924,"Beverages,Cocktails",,,5,Summer-Hoedown-Recipe-Chow-57722,http://i.yummly.com/Summer-Hoedown-Recipe-Chow-57722-100454.s.png,Chow,6300,"watermelon,granulated sugar,maraschino liqueur,beer",Summer Hoedown Recipe
925,,,,5,Moroccan-quinoa-recipe-306845,http://i.yummly.com/Moroccan-quinoa-recipe-306845-270536.s.jpg,Food Republic,,"salt,coriander seeds,quinoa,turmeric,cayenne,ground cumin,salt,seasoning",Moroccan Quinoa Recipe
926,,,,5,Italian-Drip-Beef-The-Pioneer-Woman-Cooks-_-Ree-Drummond-41283,"http://i.yummly.com/Italian-Drip-Beef-The-Pioneer-Woman-Cooks-_-Ree-Drummond-41283-1592.s.jpg,http://i.yummly.com/Italian-Drip-Beef-The-Pioneer-Woman-Cooks-_-Ree-Drummond-41283-1279.s.jpg,http://i.yummly.com/Italian-Drip-Beef-The-Pioneer-Woman-Cooks-_-Ree-Drummond-41283-140.s.jpg",The Pioneer Woman,,"chuck roast,buttered toast,italian seasoning,water,beef broth,peppers,salt",Italian Drip Beef
927,,,,5,Garlicky-greens-308780,"http://i.yummly.com/Garlicky-greens-308780-342855.s.jpg,http://i.yummly.com/Garlicky-greens-308780-272954.s.jpg",101 Cookbooks,,"parmesan cheese,extra virgin olive oil,kale,garlic,crushed red pepper flakes,salt",Garlicky Greens
928,Breads,,,5,_-sweet-potato-scones-333114,http://i.yummly.com/_-sweet-potato-scones-333114-295034.s.jpg,Camille Styles,,"all purpose flour,baking powder,sugar,kosher salt,orange,ground cinnamon,ground nutmeg,unsalted butter,buttermilk,heavy whipping cream",Sweet Potato Scones
929,Appetizers,,,5,Sweet-Potato-Curry-Hummus-Naturally-Ella-200079,http://i.yummly.com/Sweet-Potato-Curry-Hummus-Naturally-Ella-200079-39889.s.png,Naturally Ella,1500,"olive oil,garlic,sweet potato,salt,lime juice,tahini,garbanzo beans,curry powder",Sweet Potato Curry Hummus
930,,,,5,Cherry-hazelnut-bruschetta-dessert-recipe-306930,http://i.yummly.com/Cherry-hazelnut-bruschetta-dessert-recipe-306930-270664.s.jpg,Food Republic,,"nutella,liquor,dried cherries,butter,sea salt,bread",Cherry Hazelnut Bruschetta Dessert Recipe
931,,,,5,Baked-potato-soup-with-bacon_-green-onion-_-cheddar-307945,http://i.yummly.com/Baked-potato-soup-with-bacon_-green-onion-_-cheddar-307945-271953.s.jpg,The Kitchn,,"shredded cheddar cheese,whole milk,grated parmesan cheese,green onions,flour,unsalted butter,potatoes,bacon,ground black pepper,sour cream,garlic,kosher salt","Baked Potato Soup With Bacon, Green Onion "
932,Beverages,,,5,Power-pooch-smoothies-347929,http://i.yummly.com/Power-pooch-smoothies-347929-312495.s.jpg,Every Day with Rachael Ray,,"honey,blackberries,plain yogurt,banana,ice water,mango",Power Pooch Smoothies
933,,,,5,Dirt-candy-307528,http://i.yummly.com/Dirt-candy-307528-271305.s.jpg,Food52,,"butternut squash,sugar",Dirt Candy
934,"Desserts,Lunch and Snacks",American,,5,Baked-Apples-Simply-Recipes-43096,http://i.yummly.com/Baked-Apples-Simply-Recipes-43096-4438.s.jpg,Simply Recipes,,"apples,boiling water,cinnamon,currants,brown sugar,butter,chopped pecans",Baked Apples
935,Desserts,,Halloween,5,Candy-corn-cookie-bites-333095,http://i.yummly.com/Candy-corn-cookie-bites-333095-295015.s.jpg,Camille Styles,,"sugar,salt,orange,unsalted butter,grated lemon zest,food color,all purpose flour,lemon juice,egg,food color,baking soda",Candy Corn Cookie Bites
936,,,,5,One-pot-kale-and-quinoa-pilaf-317012,http://i.yummly.com/One-pot-kale-and-quinoa-pilaf-317012-278034.s.jpg,Food52,,"quinoa,meyer lemon,lacinato kale,scallions,water,oil,toasted pine nuts,cheese,salt,pepper",One Pot Kale and Quinoa Pilaf
937,,,,5,Master-cleanse-chicken-308039,http://i.yummly.com/Master-cleanse-chicken-308039-272047.s.jpg,The Kitchn,,"roasting chicken,coarse salt,lemon juice,lemon zest,lemon,ground cayenne pepper,maple syrup",Master Cleanse Chicken
938,Side Dishes,,"Thanksgiving,Christmas",5,Roasted-Brussels-Sprouts-Allrecipes,http://i.yummly.com/Roasted-Brussels-Sprouts-Allrecipes-65546.s.png,AllRecipes,3600,"brussels sprouts,olive oil,kosher salt,black pepper",Roasted Brussels Sprouts
939,Main Dishes,,,5,Slow-cooker-orange-chicken-310379,http://i.yummly.com/Slow-cooker-orange-chicken-310379-274832.s.jpg,A Year of Slow Cooking,,"balsamic vinegar,kosher salt,boneless chicken,frozen orange juice concentrate,brown sugar,olive oil,flour,ketchup",Slow Cooker Orange Chicken
940,Main Dishes,Asian,,5,Thai-chicken-quinoa-bowl-336044,http://i.yummly.com/Thai-chicken-quinoa-bowl-336044-298813.s.jpg,How Sweet It Is,,"creamy peanut butter,chopped cilantro,edamame,ground ginger,sweet chili sauce,garlic clove,carrots,lime juice,quinoa,brown sugar,peanuts,canned coconut milk,green onions,chicken breast,rice vinegar",Thai Chicken Quinoa Bowl
941,,,,5,Independence-and-chicken-fried-steak-305859,http://i.yummly.com/Independence-and-chicken-fried-steak-305859-269206.s.jpg,Homesick Texan,,"flour,cayenne,top round steak,large eggs,gravy,milk,flour,kosher salt,black pepper",Independence and chicken-fried steak
942,,,,5,Butternut-squash-strozzapreti-344545,http://i.yummly.com/Butternut-squash-strozzapreti-344545-303398.s.jpg,Camille Styles,,"olive oil,parmesan,butternut squash,strozzapreti,unsalted butter,kosher salt,sage",Butternut Squash Strozzapreti
943,Salads,,,5,Cumin-roasted-carrot-_-avocado-salad-335980,http://i.yummly.com/Cumin-roasted-carrot-_-avocado-salad-335980-298750.s.jpg,Camille Styles,,"extra virgin olive oil,golden raisins,almonds,baby carrots,sea salt,lemon,avocados,pepper,cumin,garlic clove,watercress","Cumin-Roasted Carrot "
